INDEX_NR
INCIDENT_DATE,INCIDENT_MONTH,INCIDENT_YEAR,TIME,TIME_OF_DAY,AIRPORT_ID,AIRPORT,OPID,OPERATOR,REG,FLT,AIRCRAFT,AMA,AMO,EMA,EMO,AC_CLASS,AC_MASS,TYPE_ENG,NUM_ENGS,ENG_1_POS,ENG_2_POS,ENG_3_POS,ENG_4_POS,PHASE_OF_FLIGHT,HEIGHT,SPEED,DISTANCE,SKY,PRECIPITATION,AOS,INGESTED_OTHER,INDICATED_DAMAGE,DAMAGE_LEVEL,SPECIES_ID,SPECIES,OUT_OF_RANGE_SPECIES,REMAINS_COLLECTED,REMAINS_SENT,WARNED,NUM_SEEN,NUM_STRUCK,SIZE,PERSON
1621683,25/08/2024,8,2024,12:10,Day,KMIA,MIAMI INTL,UPS,UPS AIRLINES,N355UP,5333,B-767-300,148,97,22,7,A  ,4,D,2,1,1,,,Take-off Run,0,115,0,,,,0,0,N,YI005,Barn swallow,0,1,0,Unknown,,02-oct,Small,Air Transport Operations
1623340,12/11/2024,11,2024,14:10,Day,KMIA,MIAMI INTL,AAL,AMERICAN AIRLINES,N758US,1352,A-319,04A,6,10,1,A  ,4,D,2,1,1,,,Approach,3000,150,16,No Cloud,None,1,0,0,N,UNKBS,Unknown bird - small,0,0,0,Yes,,1,Small,Pilot
1623873,16/11/2024,11,2024,19:58,Night,KMIA,MIAMI INTL,QTR,QATAR AIRWAYS,A7-ANS,777,A-350,04A,,37,,A  ,5,D,2,1,1,,,Approach,2500,,,,,,0,0,N,UNKBL,Unknown bird - large,0,0,0,Unknown,1,1,Large,Pilot
1624373,08/05/2024,5,2024,22:28,Night,KMIA,MIAMI INTL,ENY,ENVOY AIR,N244NN,3554,EMB-170,332,,22,4,A  ,4,D,2,1,1,,,Approach,,,8,,,,0,0,N,UNKB,Unknown bird,0,0,0,Unknown,,1,,Tower
1624420,15/10/2024,10,2024,00:25,Night,KMIA,MIAMI INTL,AAL,AMERICAN AIRLINES,N12028,1451,A-319,04A,6,10,1,A  ,4,D,2,1,1,,,Approach,3000,190,20,No Cloud,None,,0,0,N,UNKB,Unknown bird,0,0,0,Unknown,,1,,Pilot
1624464,22/08/2024,8,2024,17:19,Day,KMIA,MIAMI INTL,DAL,DELTA AIR LINES,N856DN,811,B-737-900,148,48,10,1,A  ,4,D,2,1,1,,,Approach,,,0,1,,,,0,0,N,UNKB,Unknown bird,0,0,0,Unknown,,1,,Tower
1624472,22/08/2024,8,2024,13:00,Day,KMIA,MIAMI INTL,NKS,SPIRIT AIRLINES,N908NK,1185,A-320,04A,3,34,,A  ,4,D,2,1,1,,,Arrival,,,,,,,0,0,N,UNKB,Unknown bird,0,0,0,Unknown,,1,,Tower
1624473,22/08/2024,8,2024,17:17,Day,KMIA,MIAMI INTL,AAL,AMERICAN AIRLINES,N730US,2481,A-319,04A,6,10,1,A  ,4,D,2,1,1,,,Departure,,,0,,,,0,0,N,YI005,Barn swallow,0,1,0,Unknown,,11-100,Small,Tower
1624474,22/08/2024,8,2024,17:21,Day,KMIA,MIAMI INTL,SWR,SWISSAIR,HB-JNB,64,B-777-300,148,44,22,25,A  ,5,D,2,1,1,,,Landing Roll,0,,0,,,,0,0,,YI005,Barn swallow,0,1,0,Unknown,02-oct,02-oct,Small,Tower
1624475,24/08/2024,8,2024,17:00,Day,KMIA,MIAMI INTL,CAY,CAYMAN AIRWAYS,VP-CIZ,105,B-737-8,148,,10,,A  ,4,D,2,1,1,,,Departure,,,0,,,,0,0,N,YI005,Barn swallow,0,1,0,Unknown,02-oct,02-oct,Small,Tower
1624500,11/09/2024,9,2024,22:15,Night,KMIA,MIAMI INTL,AAL,AMERICAN AIRLINES,N339TP,1268,B-737-8,148,,10,,A  ,4,D,2,1,1,,,Climb,2000,,,,,,0,0,N,UNKB,Unknown bird,0,0,0,Unknown,,1,,Tower
1625247,09/10/2024,10,2024,08:42,Day,KMIA,MIAMI INTL,ENY,ENVOY AIR,N251NN,4274,EMB-170,332,,22,4,A  ,4,D,2,1,1,,,Landing Roll,0,100,0,Some Cloud,None,,0,0,N,O2205,Mourning dove,0,1,0,No,1,1,Small,Pilot
1625288,10/10/2024,10,2024,11:11,Day,KMIA,MIAMI INTL,AAL,AMERICAN AIRLINES,N926UW,2401,A-321,04A,7,23,1,A  ,4,D,2,1,1,,,Take-off Run,0,145,0,No Cloud,None,,0,0,N,UNKBS,Unknown bird - small,0,0,0,No,1,1,Small,Pilot
1625333,12/10/2024,10,2024,20:30,Night,KMIA,MIAMI INTL,AAL,AMERICAN AIRLINES,N959XV,3112,A-321,04A,7,10,,A  ,4,D,2,1,1,,,Approach,500,140,3,5,Some Cloud,None,1,0,0,N,UNKB,Unknown bird,0,0,0,No,1,1,,Pilot
1625590,17/10/2024,10,2024,08:40,Day,KMIA,MIAMI INTL,AAL,AMERICAN AIRLINES,N959XV,2141,A-321,04A,7,10,,A  ,4,D,2,1,1,,,Take-off Run,0,135,0,No Cloud,None,,0,0,N,K5114,American kestrel,0,1,1,Unknown,1,1,Small,Pilot
1625797,22/10/2024,10,2024,10:03,Day,KMIA,MIAMI INTL,EJA,NETJETS,N437QS,437,EMB-505 PHENOM 300 ,332,,31,20,A  ,3,D,2,5,5,,,Approach,10,110,0,Some Cloud,Rain,,0,0,N,K5114,American kestrel,0,1,0,Yes,02-oct,1,Small,Airport Operations
1625923,27/10/2024,10,2024,13:40,Day,KMIA,MIAMI INTL,ENY,ENVOY AIR,N232NN,4272,EMB-170,332,,22,4,A  ,4,D,2,1,1,,,Take-off Run,0,,0,Overcast,None,1,0,0,N,UNKBS,Unknown bird - small,0,0,0,Unknown,1,1,Small,Pilot
1627134,24/11/2024,11,2024,20:36,Night,KMIA,MIAMI INTL,AAL,AMERICAN AIRLINES,N890NN,1074,B-737-800,148,43,10,1,A  ,4,D,2,1,1,,,Departure,,,,Some Cloud,None,,0,0,N,S5211,Lesser nighthawk,1,1,1,Yes,1,1,Small,Airport Operations
1627568,01/11/2024,11,2024,15:33,Day,KMIA,MIAMI INTL,LCO,LAN CARGO COLUMBIA,CC-BDC,514,B-767-300,148,97,22,7,A  ,4,D,2,1,1,,,Landing Roll,0,160,0,Some Cloud,None,2,0,0,N,K5114,American kestrel,0,1,0,Unknown,1,1,Small,Air Transport Operations
1627751,09/11/2024,11,2024,08:54,Day,KMIA,MIAMI INTL,ENY,ENVOY AIR,N287NN,3930,EMB-170,332,,22,4,A  ,4,D,2,1,1,,,Approach,200,160,,No Cloud,None,1,0,0,N,K5114,American kestrel,0,1,0,Unknown,1,1,Small,Pilot
1627764,10/11/2024,11,2024,13:45,Day,KMIA,MIAMI INTL,AAL,AMERICAN AIRLINES,N346PR,2286,B-737-800,148,43,10,1,A  ,4,D,2,1,1,,,Climb,1400,230,1,Some Cloud,None,48,0,1,M?,K1002,Turkey vulture,0,1,1,Unknown,11-100,1,Large,Airport Operations
1629764,02/10/2024,10,2024,15:49,,KMIA,MIAMI INTL,JBU,JETBLUE AIRWAYS,N598JB,1680,A-320,04A,3,23,1,A  ,4,D,2,1,1,,,Climb,11000,,,,,,0,0,N,UNKB,Unknown bird,0,0,0,Unknown,,1,,Tower
1629900,02/10/2024,10,2024,11:03,,KMIA,MIAMI INTL,AAL,AMERICAN AIRLINES,N336RU,2613,B-737-8,148,,10,,A  ,4,D,2,1,1,,,Departure,,,,,,,0,0,,UNKB,Unknown bird,0,1,0,Unknown,,1,,Tower
1630163,02/10/2024,10,2024,21:15,Night,KMIA,MIAMI INTL,NKS,SPIRIT AIRLINES,N531NK,262,A-319,04A,6,23,1,A  ,4,D,2,1,1,,,Approach,5500,,5,,,,0,0,N,UNKB,Unknown bird,0,0,0,Unknown,,1,,Tower
1630444,07/10/2024,10,2024,10:38,,KMIA,MIAMI INTL,AAL,AMERICAN AIRLINES,N957XV,862,A-321,04A,7,10,,A  ,4,D,2,1,1,,,Departure,,,0,,,,0,0,,UNKB,Unknown bird,0,1,0,Unknown,,1,,Tower
1631599,17/10/2024,10,2024,14:53,,KMIA,MIAMI INTL,AAL,AMERICAN AIRLINES,N451AN,1011,A-321,04A,7,10,,A  ,4,D,2,1,1,,,Approach,,,0,,,,0,0,N,UNKB,Unknown bird,0,1,0,Unknown,,02-oct,,Tower
1631847,21/10/2024,10,2024,21:20,,KMIA,MIAMI INTL,FFT,FRONTIER AIRLINES,N316FR,1203,A-320,04A,3,10,,A  ,4,D,2,1,1,,,Approach,,,5,,,,0,0,N,UNKB,Unknown bird,0,0,0,Unknown,,1,,Tower
1632091,28/02/2024,2,2024,07:05,Dawn,KMIA,MIAMI INTL,UAL,UNITED AIRLINES,,8203,B-737-800,148,43,10,,A  ,4,D,2,1,1,,,Approach,,,,,,,0,0,N,ZS009,Yellow-rumped warbler,0,1,1,Unknown,,1,Small,Tower
1632519,16/11/2024,11,2024,10:30,Day,KMIA,MIAMI INTL,AAL,AMERICAN AIRLINES,N966NN,1593,B-737-800,148,43,10,,A  ,4,D,2,1,1,,,Climb,1000,190,2,No Cloud,None,,0,1,M?,K1002,Turkey vulture,0,1,1,No,1,1,Large,Pilot
1632790,06/11/2024,11,2024,07:50,,KMIA,MIAMI INTL,AAL,AMERICAN AIRLINES,N400AN,1098,A-321,04A,7,10,,A  ,4,D,2,1,1,,,Departure,,,0,,,,0,0,N,UNKB,Unknown bird,0,1,0,Unknown,,1,,Tower
1633042,15/11/2024,11,2024,19:59,,KMIA,MIAMI INTL,AAL,AMERICAN AIRLINES,N834NN,865,B-737-800,148,43,10,1,A  ,4,D,2,1,1,,,Approach,3000,,10,,,,0,0,N,UNKB,Unknown bird,0,0,0,Unknown,,1,,Tower
1633130,07/01/2025,1,2025,09:14,Day,KMIA,MIAMI INTL,ABX,ABX AIR,N-220CY,901,B-767-300,148,97,34,46,A  ,4,D,2,1,1,,,Landing Roll,0,,0,No Cloud,None,,0,0,N,UNKBS,Unknown bird - small,0,0,0,Unknown,1,1,Small,Airport Operations
1633750,16/12/2024,12,2024,09:45,Day,KMIA,MIAMI INTL,AAL,AMERICAN AIRLINES,N302SA,1512,B-737-8,148,,10,,A  ,4,D,2,1,1,,,Approach,,,,Overcast,Rain,,0,0,N,N5111,Killdeer,0,1,0,Unknown,02-oct,02-oct,Small,Airport Operations
1634278,12/12/2024,12,2024,14:50,,KMIA,MIAMI INTL,AAL,AMERICAN AIRLINES,N916NN,2099,B-737-800,148,43,10,1,A  ,4,D,2,1,1,,,Approach,,,0,,,,0,0,N,UNKB,Unknown bird,0,0,0,Unknown,,1,,Tower
1636010,31/01/2025,1,2025,12:28,Day,KMIA,MIAMI INTL,AAL,AMERICAN AIRLINES,N927AN,491,B-737-800,148,43,10,1,A  ,4,D,2,1,1,,,Approach,800,138,4,Some Cloud,None,,0,0,N,UNKBM,Unknown bird - medium,0,0,0,Unknown,1,1,Medium,Pilot
1636085,10/08/2024,8,2024,10:16,Day,KMIA,MIAMI INTL,DAL,DELTA AIR LINES,N321NB,890,A-319,04A,6,10,1,A  ,4,D,2,1,1,,,Landing Roll,0,,0,,,,0,0,N,YI005,Barn swallow,0,1,0,Unknown,,1,Small,Tower
1636086,11/08/2024,8,2024,09:51,Day,KMIA,MIAMI INTL,AAL,AMERICAN AIRLINES,N956XV,933,A-321,04A,7,10,,A  ,4,D,2,1,1,,,Landing Roll,0,,0,,,,0,0,N,YI005,Barn swallow,0,1,0,Unknown,,1,Small,Tower
1636087,18/08/2024,8,2024,08:28,Day,KMIA,MIAMI INTL,DAL,DELTA AIR LINES,N330NW,2638,A-320,04A,3,10,1,A  ,4,D,2,1,1,,,Departure,,,0,,,,0,0,N,YI005,Barn swallow,0,1,0,Unknown,,02-oct,Small,Tower
1636088,20/08/2024,8,2024,09:03,Day,KMIA,MIAMI INTL,UPS,UPS AIRLINES,N470UP,378,B-757-200,148,26,37,37,A  ,4,D,2,1,1,,,Departure,,,,,,,0,0,N,UNKB,Unknown bird,0,0,0,Unknown,,1,,Tower
1636089,20/08/2024,8,2024,08:58,Day,KMIA,MIAMI INTL,AAL,AMERICAN AIRLINES,N924AN,2510,B-737-800,148,43,10,1,A  ,4,D,2,1,1,,,Approach,,,1,,,,0,0,N,UNKB,Unknown bird,0,0,0,Unknown,,1,,Tower
1636120,22/08/2024,8,2024,10:04,Day,KMIA,MIAMI INTL,JBU,JETBLUE AIRWAYS,N952JB,2293,A-321,04A,7,23,1,A  ,4,D,2,1,1,,,Arrival,,,,,,,0,0,N,YI005,Barn swallow,0,1,0,Unknown,,1,Small,Tower
1636124,26/08/2024,8,2024,08:04,Day,KMIA,MIAMI INTL,SKX,SKYWAYS EXPRESS,CC-DBF,5590,A-320,04A,3,10,,A  ,4,D,2,1,1,,,Approach,,,0,,,,0,0,N,UNKB,Unknown bird,0,1,0,Unknown,,1,,Tower
1636125,26/08/2024,8,2024,08:20,Day,KMIA,MIAMI INTL,AAL,AMERICAN AIRLINES,N582UW,925,A-321,04A,7,23,1,A  ,4,D,2,1,1,,,Approach,,,0,,,,0,0,N,UNKB,Unknown bird,0,1,0,Unknown,,1,,Tower
1636126,22/08/2024,8,2024,11:51,Day,KMIA,MIAMI INTL,AAL,AMERICAN AIRLINES,N342RX,2718,B-737-8,148,,10,,A  ,4,D,2,1,1,,,Approach,,,0,,,,0,0,N,YI005,Barn swallow,0,1,0,Unknown,,1,Small,Tower
1636129,24/08/2024,8,2024,11:32,Day,KMIA,MIAMI INTL,UPS,UPS AIRLINES,N355UP,376,B-767-300,148,97,22,7,A  ,4,D,2,1,1,,,Climb,,,0,,,,0,0,N,YI005,Barn swallow,0,1,0,Unknown,,1,Small,Tower
1636149,31/08/2024,8,2024,07:55,Day,KMIA,MIAMI INTL,AAL,AMERICAN AIRLINES,N409AA,1983,A-321,04A,7,10,,A  ,4,D,2,1,1,,,Take-off Run,0,,0,,,,0,0,N,UNKB,Unknown bird,0,0,0,Unknown,,1,,Tower
1636152,01/09/2024,9,2024,10:12,Day,KMIA,MIAMI INTL,AAL,AMERICAN AIRLINES,N318TD,924,B-737-8,148,,10,,A  ,4,D,2,1,1,,,Approach,,,,,,,0,0,N,UNKB,Unknown bird,0,0,0,Unknown,,1,,Tower
1636197,02/02/2025,2,2025,10:15,Day,KMIA,MIAMI INTL,AAL,AMERICAN AIRLINES,N334SM,1593,B-737-8,148,,10,,A  ,4,D,2,1,1,,,Climb,800,175,0,No Cloud,None,,0,0,N,K1002,Turkey vulture,0,1,0,No,02-oct,1,Large,Air Transport Operations
1636251,04/09/2024,9,2024,10:32,Day,KMIA,MIAMI INTL,AAL,AMERICAN AIRLINES,N861NN,2505,B-737-800,148,43,10,1,A  ,4,D,2,1,1,,,Departure,,,0,,,,0,0,N,UNKB,Unknown bird,0,1,0,Unknown,,1,,Tower
1636254,04/09/2024,9,2024,14:46,Day,KMIA,MIAMI INTL,IBE,IBERIA AIRLINES,EC-LYF,6123,A-330,04A,4,22,7,A  ,4,D,2,1,1,,,Approach,,,0,,,,0,0,N,UNKB,Unknown bird,0,1,0,Unknown,,02-oct,,Tower
1636313,20/09/2024,9,2024,11:28,Day,KMIA,MIAMI INTL,AAL,AMERICAN AIRLINES,N886BR,1794,B-787-8,148,,22,,A  ,4,D,2,1,1,,,Climb,,,,,,,0,0,N,UNKB,Unknown bird,0,0,0,Unknown,,1,,Tower
1636314,20/09/2024,9,2024,11:51,Day,KMIA,MIAMI INTL,AAL,AMERICAN AIRLINES,N321TG,505,B-737-8,148,,10,,A  ,4,D,2,1,1,,,Departure,,,,,,,0,0,N,UNKB,Unknown bird,0,0,0,Unknown,,1,,Tower
1636381,29/09/2024,9,2024,10:17,Day,KMIA,MIAMI INTL,LXJ,FLEXJET,N532FX,532,CL-300,188,,2,,A  ,3,D,2,5,,,,Climb,,,0,,,,0,0,N,K5114,American kestrel,0,1,0,Unknown,,1,Small,Tower
1636386,01/10/2024,10,2024,12:18,Day,KMIA,MIAMI INTL,ROU,AIR CANADA ROUGE,C-FJQL,1650,A-321,04A,7,10,1,A  ,4,D,2,1,1,,,Arrival,,,0,,,,0,0,N,UNKB,Unknown bird,0,1,0,Unknown,,1,,Tower
1636994,20/02/2025,2,2025,15:20,Day,KMIA,MIAMI INTL,ENY,ENVOY AIR,N266NN,3427,EMB-170,332,,22,4,A  ,4,D,2,1,1,,,Approach,1700,160,6,No Cloud,None,1,0,0,N,UNKB,Unknown bird,0,0,0,Unknown,,1,,Pilot
1640095,31/03/2025,3,2025,03:20,Night,KMIA,MIAMI INTL,CSB,21 AIR ,N1399A,7602,B-767-300,148,97,22,7,A  ,4,D,2,1,1,,,Approach,100,,,,None,,0,0,N,UNKB,Unknown bird,0,0,0,Unknown,,1,,Air Transport Operations
1644250,10/10/2024,10,2024,22:10,Night,KMIA,MIAMI INTL,UAL,UNITED AIRLINES,N27568,1809,B-737-9,148,,10,,A  ,4,D,2,1,1,,,Approach,,,,,,,0,0,N,UNKB,Unknown bird,0,0,0,Unknown,,1,,Tower
1645451,24/04/2025,4,2025,23:00,Night,KMIA,MIAMI INTL,ENY,ENVOY AIR,N257NN,4084,EMB-170,332,,22,4,A  ,4,D,2,1,1,,,Approach,2000,160,5,No Cloud,None,,0,0,N,UNKBS,Unknown bird - small,0,0,0,No,,1,Small,Pilot
1646060,29/04/2025,4,2025,00:45,Night,KMIA,MIAMI INTL,ENY,ENVOY AIR,N303DD,3778,EMB-170,332,,22,4,A  ,4,D,2,1,1,,,Approach,1000,,5,Some Cloud,None,,0,0,N,UNKBS,Unknown bird - small,0,0,0,No,1,1,Small,Pilot
1646884,01/05/2025,5,2025,03:30,Night,KMIA,MIAMI INTL,TSU,GULF & CARIBBEAN CARGO,N702FE,7132,ATR-72,97,2,31,10,A  ,3,C,2,4,4,,,Approach,60,106,0,2,No Cloud,None,,0,0,N,UNKB,Unknown bird,0,0,0,No,,1,,Pilot
1647099,01/05/2025,5,2025,21:40,Night,KMIA,MIAMI INTL,AAL,AMERICAN AIRLINES,N738US,2311,A-319,04A,6,10,1,A  ,4,D,2,1,1,,,Climb,1200,180,2,No Cloud,None,,0,0,N,UNKBS,Unknown bird - small,0,0,0,Yes,1,1,Small,Pilot
1647181,13/03/2025,3,2025,18:25,Night,KMIA,MIAMI INTL,ASA,ALASKA AIRLINES,N938AK,441,B-737-9,148,,10,,A  ,4,D,2,1,1,,,Landing Roll,0,,0,No Cloud,,,0,0,N,UNKB,Unknown bird,0,0,0,Unknown,,1,,Air Transport Operations
1648693,02/02/2025,2,2025,14:35,Day,KMIA,MIAMI INTL,TAI,TACA INTL AIRLINES,N454AV,397,A-320,04A,3,10,1,A  ,4,D,2,1,1,,,Climb,300,160,,No Cloud,,,0,1,M?,UNKBS,Unknown bird - small,0,0,0,Unknown,11-100,02-oct,Small,Air Transport Operations
1648986,09/05/2025,5,2025,11:30,Day,KMIA,MIAMI INTL,SWA,SOUTHWEST AIRLINES,N456WN,2040,B-737-7,148,,10,1,A  ,4,D,2,1,1,,,Approach,100,,,No Cloud,None,,0,0,N,UNKB,Unknown bird,0,0,0,Unknown,,1,,Pilot
1649010,04/05/2025,5,2025,12:35,Day,KMIA,MIAMI INTL,AAL,AMERICAN AIRLINES,N141NN,1329,A-321,04A,7,23,1,A  ,4,D,2,1,1,,,Climb,2500,245,,No Cloud,None,,0,0,N,UNKBM,Unknown bird - medium,0,0,0,No,1,1,Medium,Pilot
1649331,04/05/2025,5,2025,16:48,Day,KMIA,MIAMI INTL,DAL,DELTA AIR LINES,N6716C,1328,B-757-200,148,26,34,40,A  ,4,D,2,1,1,,,Climb,2000,,4,Some Cloud,,,0,0,N,UNKB,Unknown bird,0,0,0,Unknown,,1,,Pilot
1660034,11/05/2025,5,2025,     ,Day,KMIA,MIAMI INTL,ENY,ENVOY AIR,N286NN,,EMB-170,332,,22,4,A  ,4,D,2,1,1,,,Approach,,,,Some Cloud,None,,0,0,N,UNKB,Unknown bird,0,0,0,Unknown,,1,,Pilot
1660261,11/05/2025,5,2025,09:30,Day,KMIA,MIAMI INTL,AVA,AVIANCA,N950AV,6,A-320,04A,3,10,1,A  ,4,D,2,1,1,,,Approach,3000,210,,Overcast,,,0,0,N,UNKBS,Unknown bird - small,0,0,0,Unknown,,1,Small,Air Transport Operations
1661011,13/05/2025,5,2025,06:15,Dawn,KMIA,MIAMI INTL,FDX,FEDEX EXPRESS,N159FE,1707,B-767-300,148,97,22,7,A  ,4,D,2,1,1,,,Approach,1200,144,4,No Cloud,None,,0,0,N,ZS012,American redstart,0,1,1,Unknown,1,1,Small,Pilot
1661774,15/05/2025,5,2025,13:10,Day,KMIA,MIAMI INTL,AAL,AMERICAN AIRLINES,N412UW,1410,A-321,04A,7,10,,A  ,4,D,2,1,1,,,Climb,,,,Some Cloud,None,,0,0,N,ZS010,Blackpoll warbler,0,1,1,Yes,1,1,Small,Airport Operations
1661834,14/05/2025,5,2025,20:50,Night,KMIA,MIAMI INTL,SWA,SOUTHWEST AIRLINES,N8644C,1645,B-737-800,148,43,10,1,A  ,4,D,2,1,1,,,Approach,800,145,3,No Cloud,None,,0,0,N,UNKB,Unknown bird,0,0,0,Unknown,,1,,Pilot
1661909,17/05/2025,5,2025,12:00,,KMIA,MIAMI INTL,AAL,AMERICAN AIRLINES,N928AM,3322,A-321,04A,7,23,1,A  ,4,D,2,1,1,,,Approach,3000,140,12,Some Cloud,None,,0,0,N,UNKBS,Unknown bird - small,0,0,0,Unknown,1,1,Small,Pilot
1668990,23/08/2024,8,2024,09:35,Day,KMIA,MIAMI INTL,AAL,AMERICAN AIRLINES,N347TT,1335,B-737-8,148,,10,,A  ,4,D,2,1,1,,,Departure,,,0,,,,0,0,N,K5114,American kestrel,0,1,0,Unknown,,02-oct,Small,Tower
1671906,09/01/2025,1,2025,14:15,Day,KMIA,MIAMI INTL,AAL,AMERICAN AIRLINES,N318TD,1234,B-737-8,148,,10,,A  ,4,D,2,1,1,,,Climb,1200,200,1,No Cloud,None,,0,1,M?,K1002,Turkey vulture,0,1,1,No,1,1,Large,Pilot
1671972,12/01/2025,1,2025,11:00,Day,KMIA,MIAMI INTL,AAL,AMERICAN AIRLINES,N342SX,1862,B-737-8,148,,10,,A  ,4,D,2,1,1,,,Approach,,,0,,,,0,0,N,UNKB,Unknown bird,0,0,0,Unknown,,1,,Tower
1672106,13/01/2025,1,2025,08:34,Day,KMIA,MIAMI INTL,AVA,AVIANCA,HK-5352,6,A-320,04A,3,10,,A  ,4,D,2,1,1,,,Landing Roll,0,,0,Some Cloud,None,,0,0,N,O2111,Rock pigeon,0,1,0,Yes,02-oct,1,Small,Air Transport Operations
1672667,18/01/2025,1,2025,10:48,Day,KMIA,MIAMI INTL,ENY,ENVOY AIR,N242NN,3374,EMB-170,332,,22,4,A  ,4,D,2,1,1,,,Approach,300,,2,,,,0,0,N,UNKB,Unknown bird,0,0,0,Unknown,,1,,Tower
1674357,31/01/2025,1,2025,08:53,Day,KMIA,MIAMI INTL,LCO,LAN CARGO COLUMBIA,CC-BDB,1810,B-767-300,148,97,22,7,A  ,4,D,2,1,1,,,Approach,,,,,,,0,0,,UNKB,Unknown bird,0,0,0,Unknown,,1,,Tower
1689822,05/03/2025,3,2025,09:14,Day,KMIA,MIAMI INTL,UPS,UPS AIRLINES,N451UP,390,B-757-200,148,26,37,37,A  ,4,D,2,1,1,,,Climb,,,0,,,,0,0,N,UNKB,Unknown bird,0,0,0,Unknown,,1,,Tower
1703317,22/02/2025,2,2025,10:25,Day,KMIA,MIAMI INTL,AAL,AMERICAN AIRLINES,N937NN,1335,B-737-800,148,43,10,1,A  ,4,D,2,1,1,,,Take-off Run,0,,0,Some Cloud,,,0,0,,K5114,American kestrel,0,1,0,Unknown,1,1,Small,Airport Operations
1704531,01/04/2025,4,2025,17:22,Day,KMIA,MIAMI INTL,AAL,AMERICAN AIRLINES,N318SF,330,B-737-8,148,,10,,A  ,4,D,2,1,1,,,Take-off Run,0,,0,Some Cloud,None,,0,0,N,UNKB,Unknown bird,0,0,0,Unknown,1,1,,Airport Operations
1705072,04/04/2025,4,2025,16:00,Day,KMIA,MIAMI INTL,ENY,ENVOY AIR,N322RC,3691,EMB-170,332,,22,4,A  ,4,D,2,1,1,,,Take-off Run,0,100,0,Some Cloud,None,1,0,0,N,UNKB,Unknown bird,0,0,0,Unknown,,1,,Airport Operations
1706755,13/04/2025,4,2025,08:35,Day,KMIA,MIAMI INTL,AAL,AMERICAN AIRLINES,N330TJ,242,B-737-8,148,,10,,A  ,4,D,2,1,1,,,Climb,,,0,No Cloud,,,0,0,N,K2001,Osprey,0,1,1,Unknown,1,1,Large,Airport Operations
1707208,13/04/2025,4,2025,08:21,Day,KMIA,MIAMI INTL,ENY,ENVOY AIR,N228NN,3386,EMB-170,332,,22,4,A  ,4,D,2,1,1,,,Approach,,,,,,,0,0,N,UNKB,Unknown bird,0,0,0,Unknown,,1,,Tower
1707856,16/04/2025,4,2025,08:35,Day,KMIA,MIAMI INTL,GTI,ATLAS AIR,N856GT,63,B-747-8 SERIES,148,,22,,A  ,5,D,4,4,4,4,4,Take-off Run,0,,0,No Cloud,None,,0,0,N,O2111,Rock pigeon,0,1,0,Unknown,1,1,Small,Airport Operations
1708270,05/01/2025,1,2025,21:24,Night,KMIA,MIAMI INTL,DAL,DELTA AIR LINES,N377DN,2112,A-321,04A,7,10,1,A  ,4,D,2,1,1,,,Climb,,,0,,,,0,0,N,N6039,Wilson's snipe,0,1,1,Yes,,1,Small,Airport Operations
1711788,27/07/2025,7,2025,14:48,Day,KMIA,MIAMI INTL,AJT,AMERIJET INTL,N432AX,470,B-767-300,148,97,22,7,A  ,4,D,2,1,1,,,Approach,250,145,,Some Cloud,None,,0,0,N,UNKBS,Unknown bird - small,0,0,0,Unknown,1,1,Small,Pilot
1711794,04/05/2025,5,2025,11:17,,KMIA,MIAMI INTL,AAL,AMERICAN AIRLINES,N813NN,909,B-737-800,148,43,10,1,A  ,4,D,2,1,1,,,Climb,2800,,5,,,,0,0,N,UNKB,Unknown bird,0,0,0,Unknown,,1,,Tower
1711958,29/07/2025,7,2025,10:58,Day,KMIA,MIAMI INTL,AAL,AMERICAN AIRLINES,N949NN,1870,B-737-800,148,43,10,1,A  ,4,D,2,1,1,,,Approach,50,150,0,1,Some Cloud,None,1,0,0,N,UNKBS,Unknown bird - small,0,1,0,Unknown,02-oct,02-oct,Small,Pilot
1711986,07/05/2025,5,2025,18:25,Day,KMIA,MIAMI INTL,ENY,ENVOY AIR,N257NN,3884,EMB-170,332,,22,4,A  ,4,D,2,1,1,,,Approach,,,,,,,0,0,N,UNKB,Unknown bird,0,0,0,Yes,,1,,Tower
1712986,01/01/2025,1,2025,15:30,Day,KMIA,MIAMI INTL,AAL,AMERICAN AIRLINES,N948AN,1972,B-737-800,148,43,10,1,A  ,4,D,2,1,1,,,Approach,1600,170,3,No Cloud,None,,0,0,,UNKBS,Unknown bird - small,0,0,0,Yes,02-oct,1,Small,Pilot
1716634,13/01/2025,1,2025,08:37,Day,KMIA,MIAMI INTL,BUS,BUSINESS,N561SM,,CIRRUS SR 20/22,,1,13,20,A  ,1,A,1,7,,,,Approach,,,,Some Cloud,None,,0,0,N,O2111,Rock pigeon,0,1,1,Yes,,1,Small,Airport Operations
1718697,25/07/2025,7,2025,10:45,Day,KMIA,MIAMI INTL,AAL,AMERICAN AIRLINES,N303RE,2703,B-737-8,148,,10,,A  ,4,D,2,1,1,,,Take-off Run,0,160,0,No Cloud,None,,0,0,N,O2205,Mourning dove,0,1,1,No,1,1,Small,Pilot
